Sales,Month,AgeInMonths,ProfileInMonths,Subscribed,NumPrevOrders,AvgSpend,POSR,OPR,Online,Discount,ShippingOption,Shipping,Country,Platform,Payment,DayOfWeek,Ad_1,Ad_2,Ad_3,SocialMedia
837.31,June,366,0,None,0,0,0.5,0,40,0,Standard,Paid,Egypt,Android,EFT,Monday,No,No,Yes,None
603.53,March,442,24,Daily,21,261.73,6.6,0.8,31,31,Standard,Paid,South Africa,Computer,Credit Card,Tuesday,No,Yes,No,None
631.63,February,487,41,Weekly,47,335.57,1.7,0.63,61,0,Premium,Paid,Japan,Computer,Credit Card,Saturday,No,Yes,Yes,None
688.37,January,346,31,None,17,312.71,2.7,0.91,46,0,Standard,Free,China,Computer,Credit Card,Wednesday,Yes,No,Yes,Instagram
534.29,July,416,15,None,8,357.27,1.5,0.95,54,0,Express,Free,Italy,Computer,Credit Card,Thursday,Yes,No,Yes,Instagram
460.47,January,497,16,None,12,468.59,1.9,0.89,31,0,Standard,Paid,South Africa,Android,Credit Card,Wednesday,Yes,No,Yes,Twitter
660.5,December,495,33,Monthly,27,221.29,5.4,0.55,41,0,Standard,Paid,South Africa,Computer,Credit Card,Saturday,No,Yes,No,None
553.17,July,456,25,Monthly,29,172.62,5.7,0.57,23,0,Express,Paid,Ireland,Computer,EFT,Saturday,Yes,No,No,Facebook
414.59,July,421,7,Monthly,8,231.27,4.8,0.98,77,0,Express,Paid,Egypt,Computer,EFT,Saturday,No,No,Yes,None
491.14,December,408,24,None,33,397.12,0.4,0.82,60,0,Express,Paid,Belgium,Computer,Credit Card,Wednesday,No,No,Yes,None
630.37,December,407,36,None,33,231.43,7.5,0.5,37,0,Standard,Free,South Africa,Computer,Credit Card,Tuesday,No,Yes,Yes,None
1257.24,December,576,50,Weekly,43,320.34,3.2,0.57,36,31,Premium,Paid,Japan,iOS,Credit Card,Saturday,Yes,No,Yes,Instagram
622,August,403,22,None,27,198.42,4.9,0.62,32,0,Express,Paid,South Africa,Computer,Credit Card,Saturday,No,Yes,Yes,None
1025.86,October,320,0,None,0,0,2.7,0,49,0,Express,Paid,Italy,Computer,EFT,Sunday,No,Yes,Yes,None
635.2,September,375,2,None,8,339.08,7.4,0.61,42,0,Express,Paid,Italy,Computer,Credit Card,Tuesday,Yes,Yes,Yes,Facebook
575.24,February,386,0,None,0,0,6.4,0,37,0,Premium,Paid,South Africa,Computer,EFT,Saturday,No,No,No,None
461.8,February,456,14,None,13,384.49,2.3,0.58,43,41,Standard,Free,Japan,Computer,Account Credit,Monday,Yes,No,Yes,Facebook
545.93,January,458,36,None,23,203.05,0.8,0.72,37,0,Premium,Free,Japan,Computer,EFT,Saturday,Yes,No,Yes,Instagram
824.9,October,350,5,None,13,339.11,6.2,0.66,55,0,Standard,Free,Belgium,Computer,Credit Card,Saturday,Yes,Yes,No,Instagram
576.43,January,425,38,None,24,317.93,4.8,0.59,26,0,Standard,Paid,Netherlands,Computer,EFT,Thursday,No,Yes,Yes,None
599.52,March,462,29,Monthly,22,203.47,4.3,0.7,74,0,Premium,Paid,South Africa,Computer,EFT,Tuesday,No,Yes,Yes,None
1201.7,May,315,16,None,6,235.5,3.5,0.66,49,0,Standard,Free,South Africa,Computer,Credit Card,Friday,Yes,No,No,Facebook
628.92,February,520,14,None,6,240.15,0.4,0.52,33,0,Express,Paid,Belgium,Computer,EFT,Saturday,No,Yes,Yes,None
1148.67,June,349,20,None,12,196.98,6.6,0.63,68,0,Standard,Free,South Africa,Computer,Credit Card,Saturday,No,Yes,Yes,None
558.89,February,468,19,None,11,327.22,5.8,0.93,31,0,Standard,Paid,South Africa,Computer,Credit Card,Saturday,Yes,Yes,Yes,Twitter
653.3,May,401,39,None,21,181.01,7.3,0.63,36,0,Standard,Paid,Japan,Computer,Credit Card,Thursday,No,Yes,Yes,None
497.71,June,470,30,None,24,594.15,0.4,0.68,34,0,Express,Paid,Brazil,Computer,Credit Card,Monday,Yes,No,No,Twitter
550.02,April,474,14,None,10,222.38,1.9,0.61,29,0,Express,Paid,Ireland,Computer,Credit Card,Saturday,No,No,No,None
896.53,March,517,0,None,0,0,2.2,0,68,0,Express,Paid,England,Computer,Credit Card,Friday,No,No,No,None
790.54,November,385,33,None,30,409.77,7,0.58,47,0,Standard,Paid,India,Computer,Credit Card,Saturday,Yes,Yes,No,Facebook
727.58,August,334,38,Daily,25,308.34,7.6,0.58,72,0,Express,Paid,England,Computer,PayPal,Saturday,Yes,No,Yes,Instagram
533.93,January,428,25,None,20,226.77,6.7,0.75,38,0,Express,Paid,Ireland,Computer,Credit Card,Tuesday,No,Yes,Yes,None
617.4,November,363,49,None,51,152.93,6.5,0.93,69,0,Express,Free,Netherlands,Computer,Credit Card,Thursday,Yes,No,Yes,Twitter
511.63,December,411,22,None,36,214.56,6.8,0.72,46,40,Express,Paid,South Africa,Computer,Credit Card,Saturday,No,Yes,No,None
618.26,May,376,27,None,25,184.2,5.4,0.55,72,0,Express,Paid,Egypt,Computer,Account Credit,Wednesday,No,Yes,No,None
949.97,March,484,38,Weekly,37,248.5,4,0.52,26,0,Express,Paid,England,iOS,Credit Card,Friday,No,Yes,No,None
489.53,May,445,18,None,8,185.52,2,0.95,59,0,Standard,Free,Japan,Android,Credit Card,Tuesday,Yes,Yes,Yes,Instagram
617.78,July,450,0,None,0,0,4.8,0,47,0,Standard,Free,South Africa,Android,Credit Card,Saturday,No,Yes,Yes,None
538.55,January,510,26,None,25,347.43,3.7,0.92,45,0,Premium,Paid,China,iOS,Credit Card,Sunday,Yes,No,Yes,Twitter
702.67,March,500,48,Monthly,62,335.96,4.1,0.9,52,44,Standard,Paid,South Africa,Computer,EFT,Saturday,No,Yes,Yes,None
580.23,January,487,36,None,31,435.62,2.2,0.83,60,12,Express,Paid,Netherlands,Computer,Credit Card,Wednesday,No,No,Yes,None
621.09,June,400,43,None,50,171.12,1.9,0.81,37,0,Express,Paid,England,Computer,Credit Card,Sunday,Yes,No,Yes,Instagram
523.89,July,497,31,None,34,214.3,7.1,0.83,34,0,Premium,Paid,India,Computer,EFT,Thursday,Yes,No,Yes,Facebook
536.31,April,392,39,None,27,184.72,0.4,0.64,58,0,Express,Paid,China,Computer,EFT,Saturday,No,No,Yes,None
609.28,February,423,12,None,11,215.79,4.8,0.75,31,18,Standard,Paid,South Africa,Computer,Credit Card,Tuesday,No,Yes,Yes,None
526.64,July,361,27,Monthly,23,159.77,4.9,0.98,48,0,Premium,Paid,South Africa,Computer,EFT,Wednesday,No,No,No,None
543.75,May,388,47,None,47,343.06,6,0.66,30,0,Premium,Paid,South Africa,Computer,EFT,Thursday,Yes,Yes,No,Twitter
497.38,December,485,28,Weekly,31,170.98,1.9,0.5,36,36,Standard,Paid,South Africa,Computer,Credit Card,Thursday,Yes,No,Yes,Instagram
454.54,August,429,31,None,28,337.36,0.3,0.78,55,0,Express,Paid,Japan,Computer,Credit Card,Sunday,Yes,No,No,Twitter
1024.47,November,481,17,None,7,216.81,6.7,0.51,41,0,Standard,Paid,South Africa,Computer,EFT,Sunday,Yes,Yes,Yes,Instagram
533.15,December,480,9,None,8,384.88,7.2,0.68,63,29,Express,Paid,Ireland,Android,Credit Card,Thursday,No,Yes,Yes,None
489.91,November,402,49,None,41,259.88,3.7,0.91,46,20,Standard,Free,South Africa,Computer,Credit Card,Sunday,Yes,No,Yes,Facebook
560.65,November,460,60,None,46,373.69,1.7,0.76,61,24,Premium,Paid,England,Computer,EFT,Saturday,No,No,No,None
603.83,April,426,28,None,22,248.03,5.9,0.77,32,0,Premium,Paid,England,Computer,Credit Card,Thursday,No,Yes,Yes,None
1774.84,January,545,21,None,28,183.93,7,0.57,36,0,Standard,Paid,China,Computer,Credit Card,Sunday,Yes,Yes,Yes,Facebook
548.58,March,498,38,None,30,193.64,1.5,0.5,34,0,Premium,Paid,Egypt,Computer,Credit Card,Sunday,No,No,Yes,None
628.28,March,369,54,None,32,138.55,5.4,0.6,61,0,Premium,Paid,Belgium,Android,Credit Card,Saturday,No,Yes,No,None
665.59,January,512,5,None,10,503.33,0.6,0.84,36,16,Premium,Paid,Italy,Computer,Credit Card,Tuesday,Yes,No,Yes,Instagram
540.83,April,420,44,Weekly,41,330.57,2.3,0.53,56,0,Standard,Paid,South Africa,Computer,Credit Card,Sunday,Yes,No,No,Twitter
451.01,November,451,25,None,40,220.09,4.9,0.99,74,0,Premium,Paid,England,iOS,Credit Card,Friday,Yes,No,No,Facebook
543.14,February,425,22,None,30,191.06,3.3,0.69,33,5,Express,Paid,South Africa,Computer,Credit Card,Friday,No,Yes,No,None
431.06,January,420,26,None,27,284.2,3.1,0.92,66,0,Premium,Paid,South Africa,iOS,Credit Card,Saturday,No,No,No,None
620.59,January,462,60,None,50,273.95,6.4,0.78,38,0,Premium,Paid,South Africa,Computer,EFT,Monday,Yes,Yes,No,Instagram
616.43,June,348,61,Weekly,39,216.21,2.1,0.66,73,0,Express,Paid,South Africa,Computer,Credit Card,Monday,No,Yes,Yes,None
621.08,January,410,11,None,11,161.55,6.5,0.98,37,0,Express,Paid,South Africa,Computer,Credit Card,Wednesday,Yes,No,Yes,Facebook
558.91,November,431,43,None,48,334.03,7.5,0.94,33,0,Premium,Paid,South Africa,Android,Account Credit,Sunday,No,Yes,Yes,None
1021.11,August,338,19,None,10,302.22,5.6,0.71,68,0,Express,Free,United States,Computer,EFT,Saturday,No,Yes,No,None
683.9,June,490,37,None,24,151.43,6.9,0.55,68,0,Premium,Paid,Italy,Computer,EFT,Friday,Yes,Yes,No,Instagram
512.27,February,467,58,None,55,383.97,3,0.87,29,0,Premium,Paid,Kenya,Computer,Credit Card,Tuesday,Yes,No,Yes,Instagram
643.25,April,475,47,None,44,298.2,4.2,0.6,46,0,Express,Paid,Netherlands,iOS,Credit Card,Sunday,Yes,Yes,No,Twitter
606.99,December,399,33,None,33,299.65,0.2,0.6,60,0,Standard,Paid,South Africa,iOS,Account Credit,Monday,Yes,No,Yes,Twitter
784.43,July,353,3,None,11,255.3,4.4,0.58,23,0,Express,Paid,England,iOS,EFT,Friday,Yes,No,Yes,Facebook
692.09,August,511,60,None,43,144.7,3.3,0.7,40,0,Express,Paid,South Africa,Computer,Credit Card,Sunday,No,No,Yes,None
834.66,December,544,60,None,42,275.95,0.5,0.71,66,0,Premium,Paid,Germany,Computer,Credit Card,Wednesday,No,No,Yes,None
535.33,January,413,45,None,53,351.47,0.8,0.61,52,0,Express,Paid,India,Computer,EFT,Sunday,Yes,No,No,Twitter
437.35,July,428,47,None,41,198.72,7.1,0.53,38,27,Standard,Free,South Africa,Android,Credit Card,Wednesday,Yes,No,Yes,Instagram
691.62,March,371,38,None,32,256.88,6.5,0.76,44,0,Premium,Paid,South Africa,iOS,Credit Card,Saturday,No,Yes,Yes,None
555.59,July,442,18,Monthly,10,402.71,3.7,0.83,24,35,Standard,Paid,South Africa,Android,Credit Card,Saturday,Yes,No,Yes,Facebook
484.95,October,409,31,None,25,210.23,3.3,0.5,51,14,Premium,Paid,South Africa,Android,Credit Card,Saturday,Yes,No,Yes,Instagram
430.59,January,427,40,None,34,230.19,6.5,0.73,92,0,Express,Paid,South Africa,Android,Credit Card,Friday,No,Yes,Yes,None
562.1,May,404,47,None,51,244.28,2.8,0.73,27,0,Express,Paid,United States,Computer,Credit Card,Saturday,Yes,No,Yes,Instagram
566.98,March,458,14,None,13,176.08,2.5,0.87,42,0,Premium,Paid,Brazil,Computer,Credit Card,Saturday,Yes,No,Yes,Instagram
407.35,November,428,43,None,45,272.57,2.5,0.94,40,0,Express,Paid,South Africa,Computer,Credit Card,Friday,No,No,Yes,None
641,February,402,14,None,7,198.56,6.8,0.84,50,0,Standard,Paid,Kenya,iOS,Credit Card,Tuesday,No,Yes,No,None
708.07,November,539,56,None,41,301.22,4.3,0.96,37,0,Standard,Paid,South Africa,Computer,PayPal,Saturday,Yes,Yes,Yes,Facebook
527.61,May,382,21,None,30,220.19,0.6,0.52,43,0,Standard,Paid,Brazil,Computer,Credit Card,Sunday,No,No,Yes,None
560.4,January,540,60,None,37,283.36,1.8,0.98,20,0,Standard,Free,South Africa,Computer,Credit Card,Friday,No,No,Yes,None
618.75,December,429,6,None,9,185.29,5.1,0.6,20,0,Standard,Paid,South Africa,Computer,Credit Card,Sunday,No,Yes,No,None
519.37,March,479,21,None,36,219.89,6.6,0.89,60,0,Express,Paid,South Africa,Computer,Credit Card,Monday,Yes,No,Yes,Facebook
698.96,September,447,41,Daily,50,135.97,5.6,0.71,30,0,Premium,Paid,South Africa,Computer,Account Credit,Wednesday,Yes,Yes,No,Facebook
519.24,December,423,37,None,25,233.16,1.8,0.93,55,0,Premium,Paid,South Africa,Computer,EFT,Sunday,No,Yes,No,None
730.62,September,416,37,None,35,248.57,4.8,0.63,36,0,Standard,Paid,South Africa,iOS,Credit Card,Monday,No,Yes,No,None
1528.02,April,313,23,None,26,158.76,4.2,0.5,36,0,Express,Paid,India,iOS,Credit Card,Sunday,No,Yes,No,None
683.06,October,388,22,Daily,40,430.19,7.9,0.69,82,39,Standard,Free,Belgium,Computer,EFT,Saturday,Yes,Yes,No,Facebook
1184.87,May,330,24,None,26,205.05,2.2,0.86,35,0,Standard,Paid,South Africa,Computer,EFT,Friday,Yes,No,No,Instagram
684.26,March,470,7,None,12,222.38,6.7,0.69,48,36,Express,Paid,South Africa,iOS,Credit Card,Wednesday,No,Yes,Yes,None
669.06,September,535,37,Monthly,34,336.84,3.8,0.54,36,0,Standard,Paid,South Africa,iOS,EFT,Thursday,No,No,Yes,None
977.41,March,300,35,None,25,150.64,6.1,0.61,34,0,Standard,Paid,South Africa,Computer,Credit Card,Monday,No,Yes,No,None
718.02,March,453,56,Daily,36,177.14,7.9,1,26,0,Premium,Paid,South Africa,Computer,PayPal,Tuesday,No,Yes,No,None
553.42,July,425,24,None,25,186.55,7.4,0.79,46,0,Premium,Paid,China,Computer,Credit Card,Sunday,No,Yes,No,None
593.08,October,496,38,None,32,372.23,5.1,1,48,0,Standard,Paid,South Africa,Computer,PayPal,Wednesday,Yes,Yes,No,Instagram
661.08,July,546,0,None,0,0,7.1,0,25,0,Standard,Paid,South Africa,Computer,Credit Card,Saturday,No,No,No,None
486.77,September,514,41,None,45,279.91,6.9,0.99,52,11,Express,Paid,South Africa,Computer,EFT,Friday,No,No,Yes,None
799.08,March,329,23,None,29,223.77,4.5,0.78,45,34,Standard,Paid,South Africa,Computer,Credit Card,Sunday,No,Yes,No,None
758.56,November,419,25,Daily,22,374.12,7.7,0.67,46,42,Standard,Paid,South Africa,Computer,EFT,Sunday,No,Yes,No,None
829.37,October,404,42,Daily,39,235.15,7.8,0.73,32,0,Express,Paid,Netherlands,Android,EFT,Sunday,No,Yes,No,None
1044.26,September,547,0,None,0,0,4.6,0,35,0,Express,Free,Japan,Computer,EFT,Saturday,No,Yes,No,None
545.25,March,435,20,None,9,202.94,6.1,0.69,41,0,Premium,Paid,South Africa,Computer,Credit Card,Wednesday,No,Yes,No,None
681.6,August,358,59,None,42,229.04,1.7,0.74,52,0,Express,Paid,United States,Computer,Credit Card,Sunday,Yes,No,Yes,Instagram
470.31,October,395,47,None,45,198.71,1.5,0.93,43,0,Premium,Paid,South Africa,iOS,Credit Card,Sunday,No,No,Yes,None
605.33,November,431,36,None,35,177.39,2.3,0.54,29,42,Express,Paid,Ireland,Computer,PayPal,Saturday,Yes,No,Yes,Facebook
481.86,March,397,15,None,13,191.57,0.6,0.7,57,0,Express,Paid,Germany,Android,Credit Card,Saturday,Yes,No,No,Facebook
545.62,September,510,16,None,12,402.29,3.4,0.62,53,0,Express,Paid,Germany,Computer,EFT,Sunday,No,No,Yes,None
485.06,March,482,28,None,24,332.19,2.1,0.85,48,0,Express,Paid,Japan,Computer,Credit Card,Monday,Yes,No,Yes,Twitter
465.46,December,406,30,None,33,220.95,0.7,0.96,31,0,Premium,Paid,South Africa,Computer,EFT,Friday,No,No,Yes,None
524.06,September,493,30,Weekly,37,185.56,3.1,0.63,71,0,Premium,Paid,China,Computer,Credit Card,Tuesday,Yes,No,Yes,Twitter
759.08,March,345,11,None,20,224.16,3.8,0.7,21,0,Standard,Paid,South Africa,iOS,Credit Card,Saturday,Yes,No,Yes,Instagram
714,May,420,0,None,0,0,5.5,0,43,0,Express,Paid,England,Computer,Credit Card,Tuesday,No,Yes,No,None
528.9,September,422,28,Monthly,28,280.57,4.3,0.6,32,0,Standard,Paid,China,iOS,Credit Card,Tuesday,No,Yes,Yes,None
687.51,May,452,0,None,0,0,5.5,0,33,0,Premium,Paid,Japan,Computer,EFT,Friday,No,Yes,No,None
535.41,July,416,50,None,53,164.01,7.6,0.85,42,0,Express,Paid,Belgium,Computer,Account Credit,Tuesday,Yes,No,Yes,Twitter
1684.61,December,574,4,Daily,10,225.75,6.7,0.5,62,0,Premium,Paid,England,iOS,Credit Card,Saturday,No,Yes,No,None
592.16,December,449,28,None,29,283.31,5.2,0.56,48,0,Premium,Free,South Africa,Android,Credit Card,Saturday,No,Yes,No,None
609.28,January,504,12,None,14,291.65,7.8,0.97,41,0,Premium,Paid,South Africa,iOS,PayPal,Wednesday,Yes,No,Yes,Facebook
682.86,May,387,32,None,33,145.16,6.6,0.61,31,0,Express,Paid,Ireland,Computer,Credit Card,Sunday,No,Yes,Yes,None
1077.27,August,557,8,None,8,367.86,5.9,0.72,56,0,Standard,Paid,South Africa,Computer,Account Credit,Friday,No,Yes,No,None
820.71,August,521,62,Daily,46,337.59,7.5,0.88,36,0,Premium,Paid,China,Computer,Credit Card,Saturday,Yes,Yes,No,Instagram
668.51,November,493,12,None,11,333.69,7.3,0.86,45,0,Premium,Paid,England,Computer,Credit Card,Tuesday,No,Yes,Yes,None
660.33,November,418,0,None,0,0,7.5,0,40,0,Premium,Paid,China,Android,EFT,Saturday,No,Yes,No,None
742.06,March,407,27,Monthly,36,277.49,5.5,0.51,25,0,Express,Paid,England,Computer,Credit Card,Friday,No,Yes,No,None
571.92,May,409,24,None,19,157.7,0.7,0.76,47,0,Premium,Paid,South Africa,Computer,Credit Card,Saturday,No,No,Yes,None
678.42,August,461,9,None,19,331.67,5.3,0.82,52,0,Premium,Paid,Kenya,Computer,Credit Card,Sunday,No,Yes,No,None
831.1,October,539,19,None,11,340.68,2.1,0.67,30,0,Premium,Paid,India,iOS,Credit Card,Sunday,Yes,No,Yes,Facebook
486.41,February,480,43,None,53,258.93,5,0.58,36,0,Standard,Free,South Africa,Computer,Account Credit,Sunday,No,Yes,Yes,None
581.41,March,483,24,None,27,247.98,2.4,0.65,37,0,Standard,Free,China,Computer,EFT,Saturday,No,No,Yes,None
765.71,November,552,46,Daily,45,245.64,5.3,0.88,46,0,Express,Paid,United States,Computer,EFT,Saturday,No,No,Yes,None
669.8,June,399,46,Daily,55,304.37,5.9,0.53,74,0,Premium,Paid,South Africa,Computer,Credit Card,Friday,No,Yes,Yes,None
586.55,November,469,11,None,6,313.83,4.5,0.64,25,0,Standard,Paid,Japan,Computer,Credit Card,Saturday,No,Yes,No,None
521.7,December,504,24,None,30,270.03,2.6,0.6,53,0,Standard,Paid,South Africa,Android,Account Credit,Tuesday,Yes,No,No,Twitter
550.08,September,432,0,None,0,0,2.4,0,31,0,Express,Paid,Kenya,Android,Credit Card,Thursday,No,No,Yes,None
552.04,June,499,0,None,0,0,2.4,0,56,0,Standard,Paid,South Africa,Computer,EFT,Wednesday,No,No,Yes,None
596.54,May,376,56,Weekly,55,199.14,2,0.54,75,0,Standard,Free,China,Computer,Credit Card,Sunday,Yes,No,No,Instagram
596.66,October,478,36,None,26,250.93,2.6,0.76,21,0,Premium,Paid,Brazil,Android,Credit Card,Friday,Yes,No,No,Facebook
668.86,November,375,45,Daily,51,287.9,6.2,0.78,25,0,Express,Paid,South Africa,Computer,Credit Card,Thursday,Yes,No,Yes,Twitter
1147.15,January,553,12,None,11,194.13,3.4,0.82,46,0,Standard,Paid,South Africa,iOS,Credit Card,Tuesday,Yes,Yes,Yes,Twitter
690.59,December,520,9,Weekly,13,540.34,2.7,0.54,45,0,Express,Paid,Belgium,iOS,Credit Card,Friday,No,No,Yes,None
536.49,March,397,40,Weekly,30,136.73,3.5,0.65,23,0,Express,Paid,South Africa,Computer,Credit Card,Sunday,Yes,No,Yes,Twitter
515.14,June,369,14,None,17,259.03,3.1,0.54,66,0,Premium,Paid,Brazil,Computer,Credit Card,Friday,No,Yes,No,None
2950.51,February,609,0,None,0,0,5.3,0,59,0,Premium,Paid,South Africa,iOS,Credit Card,Friday,No,Yes,No,None
494.46,July,436,34,Weekly,21,358.54,3.3,0.73,62,0,Express,Paid,South Africa,iOS,Account Credit,Monday,No,No,Yes,None
826.65,June,343,29,None,25,298.21,4.9,0.54,44,0,Express,Paid,Germany,Computer,Credit Card,Saturday,No,Yes,Yes,None
448.83,September,417,13,None,11,338.51,2.1,0.85,21,0,Express,Paid,South Africa,Computer,EFT,Saturday,No,No,No,None
605.57,May,421,6,None,7,326.32,4.5,0.91,28,41,Standard,Paid,South Africa,iOS,Credit Card,Saturday,No,Yes,Yes,None
939.18,April,487,0,None,0,0,5,0,90,0,Express,Paid,Netherlands,Computer,Credit Card,Saturday,No,Yes,Yes,None
1197.66,October,530,0,None,0,0,7.3,0,64,0,Premium,Paid,Brazil,iOS,Credit Card,Saturday,No,Yes,No,None
601.78,August,482,15,None,13,142.55,6.4,0.52,46,0,Premium,Paid,South Africa,Computer,PayPal,Wednesday,Yes,No,No,Twitter
514.45,June,496,54,None,44,204.58,6.1,0.54,57,0,Premium,Paid,South Africa,Computer,Credit Card,Friday,No,No,No,None
478.56,December,456,28,None,27,290.43,7.1,0.9,72,0,Standard,Free,Belgium,Android,Credit Card,Sunday,No,Yes,No,None
774.07,November,470,8,None,17,282.18,7.8,0.5,79,0,Standard,Paid,England,Computer,EFT,Sunday,Yes,Yes,No,Twitter
977.01,March,462,28,None,27,161.02,4.1,0.76,42,0,Premium,Paid,Belgium,Computer,Credit Card,Tuesday,Yes,Yes,No,Facebook
567.6,October,492,1,None,13,270.78,6.4,0.81,40,0,Express,Paid,Netherlands,Computer,Credit Card,Sunday,No,Yes,No,None
581.37,March,452,23,None,20,211.77,5.8,0.58,50,43,Standard,Free,South Africa,iOS,Credit Card,Friday,No,Yes,Yes,None
525.64,October,440,30,None,23,438.86,3.8,0.84,69,0,Premium,Paid,Netherlands,Android,EFT,Tuesday,No,No,Yes,None
470.09,August,425,17,None,9,543.35,1.1,0.83,30,0,Express,Paid,South Africa,Computer,Credit Card,Tuesday,No,No,Yes,None
940.74,April,524,34,None,26,140.62,6.9,0.82,25,0,Express,Paid,England,Computer,Credit Card,Saturday,No,Yes,No,None
553.8,July,506,27,None,34,224.67,4.2,0.72,59,0,Premium,Paid,South Africa,Computer,Credit Card,Tuesday,Yes,No,Yes,Facebook
525.18,April,372,18,None,3,478.35,0.6,0.51,59,20,Premium,Paid,South Africa,Computer,Credit Card,Tuesday,Yes,No,Yes,Twitter
813.51,September,435,24,None,33,190.52,4.8,0.63,29,20,Standard,Free,South Africa,iOS,Credit Card,Monday,Yes,Yes,Yes,Instagram
592.7,August,450,62,Weekly,57,209.68,1.8,0.64,57,0,Express,Paid,Ireland,Computer,PayPal,Saturday,No,Yes,Yes,None
602.22,April,411,3,None,8,491.25,6.6,0.75,30,0,Express,Paid,South Africa,Computer,Credit Card,Monday,No,Yes,Yes,None
889.93,November,549,0,None,0,0,0.4,0,60,0,Premium,Paid,South Africa,Computer,Credit Card,Friday,No,No,Yes,None
706.45,November,448,57,Daily,53,262.32,6.9,0.6,48,0,Express,Paid,India,Android,Credit Card,Sunday,No,Yes,Yes,None
520.42,November,439,9,None,11,178.75,4.6,0.98,34,14,Standard,Free,Egypt,Computer,EFT,Sunday,No,Yes,No,None
645.04,December,527,5,None,6,276.76,6.8,0.96,25,0,Express,Paid,Ireland,Computer,Credit Card,Tuesday,No,No,Yes,None
818.51,February,420,64,None,43,254.07,6.6,0.63,52,0,Express,Paid,South Africa,Computer,EFT,Saturday,No,Yes,Yes,None
654.79,November,483,11,None,12,138.16,7.7,0.86,36,0,Standard,Free,England,Computer,Credit Card,Monday,Yes,Yes,No,Facebook
686.52,October,436,18,Monthly,16,188.19,3.1,0.58,33,0,Premium,Paid,South Africa,Computer,Credit Card,Saturday,Yes,No,Yes,Instagram
516.2,September,449,37,None,24,168.69,1.8,0.71,36,0,Premium,Paid,South Africa,Computer,EFT,Sunday,Yes,No,No,Facebook
687.67,June,365,46,Daily,48,252.48,5.7,0.56,55,0,Express,Paid,South Africa,Computer,Credit Card,Friday,No,Yes,No,None
454.78,June,475,30,None,33,339.23,7,0.88,43,0,Express,Free,South Africa,Computer,Credit Card,Saturday,No,Yes,Yes,None
657.01,January,473,23,None,33,184.1,6.4,0.69,31,0,Express,Paid,India,Computer,EFT,Wednesday,Yes,Yes,No,Twitter
727.16,October,341,27,None,24,204.45,6.6,0.9,67,0,Premium,Paid,England,Computer,Credit Card,Sunday,No,Yes,No,None
710.38,August,383,43,None,46,362.29,7.7,0.84,35,0,Premium,Paid,China,Computer,EFT,Sunday,No,Yes,Yes,None
1395.36,May,342,25,None,32,175.3,7.1,0.61,34,12,Express,Paid,Germany,Computer,EFT,Wednesday,No,Yes,No,None
511.95,May,430,68,Monthly,53,344.06,3.7,0.5,46,44,Standard,Paid,South Africa,Computer,PayPal,Wednesday,Yes,No,Yes,Instagram
596.69,June,457,5,None,10,217.39,7.4,0.64,66,0,Standard,Free,South Africa,Computer,EFT,Tuesday,No,Yes,Yes,None
470.22,September,458,9,None,10,218.84,0.9,0.6,34,0,Express,Paid,United States,Android,Credit Card,Sunday,Yes,No,Yes,Instagram
1174.04,January,540,12,Weekly,12,261.17,3.7,0.53,46,0,Express,Paid,Netherlands,Computer,Credit Card,Saturday,No,No,No,None
675.64,February,391,0,None,0,0,5.7,0,61,0,Express,Paid,Belgium,Computer,Credit Card,Friday,No,Yes,No,None
553.37,January,448,48,Daily,47,192.03,8,0.95,54,0,Standard,Paid,South Africa,Android,Credit Card,Friday,Yes,Yes,Yes,Twitter
740.34,September,354,8,None,16,196,4.5,0.66,55,0,Express,Paid,Germany,Android,Credit Card,Friday,No,Yes,No,None
425.22,October,447,41,None,40,222.53,0.7,0.9,54,0,Premium,Paid,Belgium,Computer,Credit Card,Wednesday,No,No,No,None
683.59,June,361,0,None,0,0,1.8,0,81,0,Standard,Paid,South Africa,Computer,Credit Card,Monday,No,No,Yes,None
533.09,January,432,21,None,32,256.06,5.5,0.78,37,0,Premium,Paid,South Africa,Computer,Credit Card,Sunday,No,Yes,Yes,None
584.38,June,456,21,Daily,25,147.2,7.9,0.58,87,0,Express,Paid,Belgium,iOS,EFT,Friday,No,Yes,No,None
435.02,February,447,48,None,58,145.16,4,0.59,41,0,Standard,Paid,South Africa,Android,Account Credit,Sunday,No,Yes,Yes,None
591.65,August,469,15,None,6,262,7.3,1,32,0,Standard,Free,Netherlands,Computer,EFT,Tuesday,No,Yes,No,None
653.58,October,458,0,None,0,0,2,0,82,0,Express,Paid,South Africa,Computer,EFT,Sunday,No,No,Yes,None
516.09,July,383,46,Weekly,38,164.84,2,0.52,37,0,Standard,Paid,South Africa,Computer,Credit Card,Saturday,Yes,No,No,Facebook
614.51,June,389,40,None,35,242.42,7.4,0.71,52,0,Express,Paid,South Africa,Computer,PayPal,Sunday,No,Yes,Yes,None
419.5,October,384,40,None,22,177.18,0.2,0.99,80,24,Standard,Paid,Egypt,Computer,Account Credit,Wednesday,No,No,No,None
507.98,June,457,34,None,21,371.13,0,0.59,43,0,Premium,Paid,England,Computer,EFT,Saturday,Yes,No,Yes,Instagram
936.47,January,350,11,None,14,404.52,7.4,0.62,24,0,Express,Paid,India,Computer,Credit Card,Tuesday,Yes,No,Yes,Twitter
